Event,Time_CPU,Time_RTC,Ardn_time[ms],ADC[0-0123],SiPM[mV],Deadtime[ms],Temp[C]
20740,13:15:19,2:27:35,4135343,736,412.77,801139,29.92
20741,13:15:19,2:27:35,4135379,611,211.89,801159,30.46
20742,13:15:19,2:27:35,4135441,415,95.00,801184,31.21
20743,13:15:19,2:27:35,4135465,668,291.28,801190,30.46
20744,13:15:19,2:27:35,4135550,487,132.65,801208,30.03
20745,13:15:20,2:27:36,4135628,748,436.69,801214,31.21
20746,13:15:20,2:27:36,4135649,483,132.60,801220,30.89
20747,13:15:21,2:27:37,4135678,399,87.30,801226,30.35
20748,13:15:21,2:27:37,4135712,487,132.65,801234,29.92
20749,13:15:21,2:27:37,4135738,316,56.81,801248,31.21
20750,13:15:21,2:27:37,4135779,384,80.08,801277,30.57
20751,13:15:21,2:27:37,4135870,273,47.25,801304,30.46
20752,13:15:21,2:27:37,4135899,236,40.44,801310,30.03
20753,13:15:21,2:27:37,4135906,368,72.93,801316,31.21
20754,13:15:21,2:27:37,4135940,284,49.41,801336,31.21
20755,13:15:22,2:27:37,4135972,192,32.67,801362,29.92
20756,13:15:22,2:27:38,4136024,184,31.36,801395,31.21
20757,13:15:22,2:27:38,4136059,199,33.86,801417,31.21
20758,13:15:22,2:27:38,4136113,94,21.50,801442,30.35
20759,13:15:23,2:27:38,4136180,384,80.08,801453,30.35
20760,13:15:23,2:27:39,4136214,476,129.76,801459,30.46
20761,13:15:23,2:27:39,4136242,56,16.76,801465,31.21
20762,13:15:24,2:27:40,4136263,487,132.65,801471,31.21
20763,13:15:24,2:27:40,4136290,368,72.93,801490,30.46
20764,13:15:24,2:27:40,4136354,259,44.69,801522,30.46
20765,13:15:24,2:27:40,4136388,300,52.79,801529,30.46
20766,13:15:25,2:27:41,4136511,472,125.87,801542,30.35
20767,13:15:25,2:27:41,4136537,595,212.63,801548,30.46
20768,13:15:26,2:27:41,4136572,327,59.28,801554,29.92
20769,13:15:26,2:27:42,4136620,390,82.70,801560,31.21
20770,13:15:26,2:27:42,4136688,275,47.73,801566,29.92
20771,13:15:26,2:27:42,4136748,359,69.86,801572,30.89
20772,13:15:26,2:27:42,4136787,63,17.91,801578,30.46
20773,13:15:27,2:27:42,4136829,711,380.66,801584,31.21
20774,13:15:27,2:27:43,4136888,152,26.78,801590,31.21
20775,13:15:27,2:27:43,4136920,399,87.30,801596,31.21
20776,13:15:27,2:27:43,4136957,118,23.42,801602,30.46
20777,13:15:27,2:27:43,4136971,588,183.26,801608,30.46
20778,13:15:28,2:27:44,4137016,199,33.86,801623,30.03
20779,13:15:28,2:27:44,4137046,384,80.08,801632,30.46
20780,13:15:29,2:27:45,4137100,536,160.18,801651,30.03
20781,13:15:29,2:27:45,4137135,768,471.89,801657,29.92
20782,13:15:29,2:27:45,4137151,56,16.76,801668,30.35
20783,13:15:30,2:27:46,4137209,167,28.76,801700,30.35
20784,13:15:30,2:27:46,4137236,448,112.41,801714,29.92
20785,13:15:31,2:27:46,4137275,718,366.73,801742,31.21
20786,13:15:31,2:27:47,4137334,366,72.41,801772,30.14
20787,13:15:31,2:27:47,4137347,376,76.43,801781,30.46
20788,13:15:31,2:27:47,4137428,56,16.76,801818,30.89
20789,13:15:32,2:27:47,4137467,707,320.63,801824,30.46
20790,13:15:32,2:27:48,4137497,583,201.26,801830,31.21
20791,13:15:32,2:27:48,4137520,423,97.36,801836,29.92
20792,13:15:33,2:27:49,4137553,496,144.49,801859,31.21
20793,13:15:33,2:27:49,4137595,335,61.77,801888,31.21
20794,13:15:34,2:27:50,4137657,359,69.86,801916,30.35
20795,13:15:34,2:27:50,4137754,911,1247.09,801922,30.89
20796,13:15:35,2:27:51,4137765,504,143.61,801928,31.21
20797,13:15:35,2:27:51,4137776,337,62.30,801937,30.46
20798,13:15:36,2:27:52,4137822,71,19.06,801976,29.92
20799,13:15:36,2:27:52,4137910,103,22.23,802007,29.92
20800,13:15:37,2:27:53,4137955,582,193.83,802013,30.03
20801,13:15:37,2:27:53,4138005,231,39.55,802019,31.21
20802,13:15:38,2:27:53,4138053,415,95.00,802025,30.89
20803,13:15:38,2:27:54,4138077,684,283.21,802031,29.92
20804,13:15:39,2:27:54,4138098,574,181.47,802037,29.92
20805,13:15:39,2:27:55,4138219,940,1137.98,802051,29.92
20806,13:15:39,2:27:55,4138226,449,112.05,802057,30.46
20807,13:15:40,2:27:56,4138244,224,38.29,802070,30.78
20808,13:15:40,2:27:56,4138384,344,64.67,802105,30.89
20809,13:15:41,2:27:56,4138393,451,113.08,802111,31.21
20810,13:15:41,2:27:57,4138413,492,134.92,802119,31.21
20811,13:15:41,2:27:57,4138457,78,19.92,802149,31.21
20812,13:15:42,2:27:58,4138484,344,64.67,802173,31.21
20813,13:15:42,2:27:58,4138524,775,556.41,802209,31.21
20814,13:15:42,2:27:58,4138636,451,113.08,802246,31.21
20815,13:15:43,2:27:58,4138657,736,412.77,802252,30.89
20816,13:15:43,2:27:59,4138698,227,38.83,802258,31.21
20817,13:15:44,2:27:59,4138757,287,50.23,802264,30.03
20818,13:15:44,2:28:0,4138767,88,20.96,802270,30.03
20819,13:15:44,2:28:0,4138798,664,270.86,802276,30.35
20820,13:15:44,2:28:0,4138834,463,119.23,802292,29.92
20821,13:15:44,2:28:0,4138878,295,51.75,802311,30.03
20822,13:15:44,2:28:0,4138930,163,28.20,802326,30.78
20823,13:15:44,2:28:0,4138936,156,27.28,802332,30.03
20824,13:15:45,2:28:1,4138979,319,57.64,802368,29.92
20825,13:15:45,2:28:1,4139018,287,50.23,802401,30.78
20826,13:15:46,2:28:2,4139092,230,39.39,802435,29.92
20827,13:15:46,2:28:2,4139147,440,109.25,802441,30.89
20828,13:15:46,2:28:2,4139174,124,23.92,802447,30.89
20829,13:15:46,2:28:2,4139272,79,20.03,802453,30.35
20830,13:15:46,2:28:2,4139291,768,471.89,802459,30.46
20831,13:15:46,2:28:2,4139308,556,174.47,802465,31.21
20832,13:15:46,2:28:2,4139372,444,109.09,802487,30.89
20833,13:15:47,2:28:2,4139396,227,38.83,802493,30.35
20834,13:15:47,2:28:2,4139416,176,30.09,802507,29.92
20835,13:15:47,2:28:2,4139470,504,143.61,802540,29.92
20836,13:15:47,2:28:3,4139510,316,56.81,802559,30.46
20837,13:15:47,2:28:3,4139576,575,187.30,802578,29.92
20838,13:15:48,2:28:3,4139626,696,307.73,802585,30.89
20839,13:15:48,2:28:4,4139642,752,487.99,802591,31.21
20840,13:15:48,2:28:4,4139707,271,46.93,802600,30.89
20841,13:15:48,2:28:4,4139726,199,33.86,802606,31.21
20842,13:15:49,2:28:4,4139787,312,55.68,802612,30.03
20843,13:15:49,2:28:5,4139801,465,122.12,802618,30.35
20844,13:15:49,2:28:5,4139886,359,69.86,802627,30.35
20845,13:15:50,2:28:6,4139920,172,29.49,802633,29.92
20846,13:15:50,2:28:6,4139933,448,112.41,802639,30.35
20847,13:15:50,2:28:6,4139948,227,38.83,802649,30.35
20848,13:15:50,2:28:6,4139997,71,19.06,802684,30.03
20849,13:15:50,2:28:6,4140040,49,15.48,802708,31.21
20850,13:15:50,2:28:6,4140066,127,24.18,802728,31.21
20851,13:15:51,2:28:7,4140104,931,1124.80,802762,30.89
20852,13:15:51,2:28:7,4140148,248,42.69,802799,30.89
20853,13:15:52,2:28:8,4140182,636,231.85,802832,31.21
20854,13:15:52,2:28:8,4140237,227,38.83,802871,30.03
20855,13:15:53,2:28:9,4140291,504,143.61,802894,30.35
20856,13:15:53,2:28:9,4140346,344,64.67,802905,30.89
20857,13:15:54,2:28:9,4140467,270,46.71,802911,31.21
20858,13:15:54,2:28:10,4140486,376,76.43,802917,29.92
20859,13:15:54,2:28:10,4140495,376,76.43,802923,31.21
20860,13:15:54,2:28:10,4140562,312,55.68,802950,29.92
20861,13:15:54,2:28:10,4140635,112,22.94,802956,30.46
20862,13:15:54,2:28:10,4140704,207,35.26,802962,31.21
20863,13:15:54,2:28:10,4140722,131,24.54,802968,31.21
20864,13:15:55,2:28:11,4140740,240,41.21,802974,31.21
20865,13:15:55,2:28:11,4140807,931,1124.80,802994,30.78
20866,13:15:56,2:28:12,4140814,252,43.42,803000,29.92
20867,13:15:56,2:28:12,4140871,496,144.49,803028,30.78
20868,13:15:57,2:28:13,4140957,718,366.73,803039,29.92
20869,13:15:57,2:28:13,4140982,255,43.96,803045,29.92
20870,13:15:58,2:28:14,4141026,519,154.30,803051,29.92
20871,13:15:58,2:28:14,4141073,384,80.08,803057,29.92
20872,13:15:58,2:28:14,4141127,480,130.21,803063,31.21
20873,13:15:59,2:28:14,4141151,83,20.46,803069,31.21
20874,13:15:59,2:28:14,4141161,224,38.29,803075,30.89
20875,13:15:59,2:28:14,4141248,76,19.69,803098,31.21
20876,13:15:59,2:28:14,4141280,327,59.28,803104,30.89
20877,13:15:59,2:28:14,4141321,167,28.76,803110,31.21
20878,13:15:59,2:28:15,4141340,807,770.01,803116,30.35
20879,13:15:59,2:28:15,4141405,504,143.61,803122,30.03
20880,13:15:59,2:28:15,4141427,51,15.86,803128,29.92
20881,13:15:59,2:28:15,4141447,167,28.76,803134,30.46
20882,13:16:00,2:28:16,4141518,140,25.42,803149,30.46
20883,13:16:00,2:28:16,4141529,192,32.67,803155,29.92
20884,13:16:01,2:28:17,4141568,167,28.76,803168,31.21
20885,13:16:01,2:28:17,4141602,440,109.25,803181,30.89
20886,13:16:02,2:28:18,4141632,364,71.71,803201,31.21
20887,13:16:02,2:28:18,4141676,364,71.71,803230,30.35
20888,13:16:03,2:28:18,4141726,60,17.43,803255,30.35
20889,13:16:03,2:28:19,4141798,255,43.96,803268,31.21
20890,13:16:03,2:28:19,4141849,696,307.73,803274,30.03
20891,13:16:03,2:28:19,4141859,721,433.48,803280,30.35
20892,13:16:04,2:28:19,4141898,615,227.36,803289,30.78
20893,13:16:04,2:28:20,4141918,487,132.65,803299,30.46
20894,13:16:04,2:28:20,4141966,391,82.35,803331,30.78
20895,13:16:05,2:28:20,4142002,355,68.30,803354,29.92
20896,13:16:05,2:28:20,4142038,376,76.43,803380,30.89
20897,13:16:05,2:28:21,4142069,254,43.77,803410,31.21
20898,13:16:05,2:28:21,4142144,291,50.97,803447,30.35
20899,13:16:05,2:28:21,4142180,270,46.71,803453,30.78
20900,13:16:05,2:28:21,4142346,134,24.82,803459,29.92
20901,13:16:05,2:28:21,4142376,508,144.95,803465,29.92
20902,13:16:05,2:28:21,4142390,415,95.00,803471,30.35
20903,13:16:05,2:28:21,4142410,384,80.08,803485,30.46
20904,13:16:05,2:28:21,4142466,92,21.32,803518,30.46
20905,13:16:05,2:28:21,4142495,728,431.28,803535,29.92
20906,13:16:05,2:28:21,4142613,412,92.93,803562,30.35
20907,13:16:05,2:28:21,4142671,355,68.30,803568,30.03
20908,13:16:05,2:28:21,4142684,384,80.08,803574,30.03
20909,13:16:05,2:28:21,4142718,92,21.32,803580,30.14
20910,13:16:05,2:28:21,4142755,230,39.39,803588,30.03
20911,13:16:05,2:28:21,4142776,563,181.65,803599,30.89
20912,13:16:05,2:28:21,4142812,760,464.80,803631,30.03
20913,13:16:05,2:28:21,4142895,513,148.53,803666,31.21
20914,13:16:05,2:28:21,4142910,316,56.81,803672,30.46
20915,13:16:05,2:28:21,4142972,430,101.41,803690,31.21
20916,13:16:05,2:28:21,4143015,291,50.97,803696,29.92
20917,13:16:05,2:28:21,4143107,494,141.37,803702,31.21
20918,13:16:05,2:28:21,4143125,352,66.89,803708,31.21
20919,13:16:05,2:28:21,4143144,241,41.39,803714,31.21
20920,13:16:06,2:28:21,4143206,236,40.44,803733,29.92
20921,13:16:06,2:28:22,4143246,287,50.23,803739,29.92
20922,13:16:07,2:28:22,4143286,83,20.46,803745,30.35
20923,13:16:07,2:28:23,4143313,560,175.34,803751,29.92
20924,13:16:07,2:28:23,4143408,271,46.93,803759,29.92
20925,13:16:08,2:28:23,4143417,384,80.08,803765,31.21
20926,13:16:08,2:28:24,4143426,732,451.17,803772,30.57
20927,13:16:08,2:28:24,4143503,399,87.30,803811,29.92
20928,13:16:09,2:28:25,4143518,462,120.87,803817,30.46
20929,13:16:09,2:28:25,4143547,545,167.38,803844,29.92
20930,13:16:10,2:28:26,4143610,513,148.53,803883,30.89
20931,13:16:10,2:28:26,4143630,463,119.23,803898,29.92
20932,13:16:10,2:28:26,4143704,537,162.17,803934,30.03
20933,13:16:11,2:28:26,4143740,312,55.68,803940,30.46
20934,13:16:11,2:28:27,4143759,127,24.18,803946,30.35
20935,13:16:12,2:28:27,4143858,220,37.58,803973,30.35
20936,13:16:12,2:28:28,4143879,510,148.47,803979,30.35
20937,13:16:13,2:28:28,4143916,327,59.28,803985,30.78
20938,13:16:13,2:28:29,4143935,344,64.67,803991,30.35
20939,13:16:13,2:28:29,4143956,108,22.63,804011,30.03
20940,13:16:14,2:28:30,4144026,243,41.74,804049,30.35
20941,13:16:14,2:28:30,4144068,88,20.96,804056,30.35
20942,13:16:14,2:28:30,4144080,556,174.47,804062,30.78
20943,13:16:15,2:28:31,4144246,184,31.36,804095,30.89
20944,13:16:15,2:28:31,4144273,207,35.26,804101,30.03
20945,13:16:16,2:28:32,4144350,760,464.80,804107,30.89
20946,13:16:16,2:28:32,4144361,376,76.43,804113,30.89
20947,13:16:17,2:28:33,4144497,231,39.55,804120,29.92
20948,13:16:17,2:28:33,4144526,391,82.35,804126,31.21
20949,13:16:17,2:28:33,4144623,504,143.61,804132,30.46
20950,13:16:17,2:28:33,4144662,287,50.23,804138,31.21
20951,13:16:18,2:28:34,4144753,364,71.71,804144,29.92
20952,13:16:18,2:28:34,4144762,188,32.01,804150,29.92
20953,13:16:18,2:28:34,4144795,60,17.43,804158,30.35
20954,13:16:18,2:28:34,4144850,255,43.96,804173,30.03
20955,13:16:18,2:28:34,4144899,307,54.48,804179,29.92
20956,13:16:18,2:28:34,4144920,768,471.89,804185,30.35
20957,13:16:18,2:28:34,4144934,760,464.80,804194,30.46
20958,13:16:18,2:28:34,4145022,184,31.36,804229,30.46
20959,13:16:19,2:28:35,4145040,371,73.82,804235,30.46
20960,13:16:19,2:28:35,4145072,209,35.61,804243,29.92
20961,13:16:20,2:28:35,4145161,67,18.51,804259,30.35
20962,13:16:20,2:28:36,4145223,67,18.51,804265,30.46
20963,13:16:20,2:28:36,4145273,92,21.32,804271,31.21
20964,13:16:21,2:28:37,4145292,156,27.28,804277,31.21
20965,13:16:21,2:28:37,4145302,287,50.23,804283,31.21
20966,13:16:22,2:28:38,4145378,444,109.09,804309,30.78
20967,13:16:22,2:28:38,4145409,192,32.67,804315,30.03
20968,13:16:22,2:28:38,4145415,428,101.58,804321,31.21
20969,13:16:22,2:28:38,4145463,76,19.69,804355,31.21
20970,13:16:23,2:28:39,4145499,206,35.07,804379,31.21
20971,13:16:23,2:28:39,4145543,243,41.74,804407,29.92
20972,13:16:23,2:28:39,4145688,83,20.46,804431,30.35
20973,13:16:23,2:28:39,4145716,760,464.80,804437,30.78
20974,13:16:23,2:28:39,4145723,472,125.87,804443,31.21
20975,13:16:23,2:28:39,4145762,263,45.37,804466,31.21
20976,13:16:23,2:28:39,4145792,408,90.57,804490,30.78
20977,13:16:23,2:28:39,4145888,572,183.73,804524,29.92
20978,13:16:23,2:28:39,4145911,88,20.96,804530,29.92
20979,13:16:24,2:28:40,4145922,300,52.79,804536,30.78
20980,13:16:24,2:28:40,4146060,249,42.85,804559,31.21
20981,13:16:25,2:28:41,4146079,824,662.09,804565,30.89
20982,13:16:25,2:28:41,4146199,696,307.73,804571,30.46
20983,13:16:26,2:28:42,4146230,268,46.26,804577,30.78
20984,13:16:26,2:28:42,4146239,67,18.51,804583,30.89
20985,13:16:27,2:28:42,4146300,460,119.54,804599,30.03
20986,13:16:27,2:28:43,4146402,543,164.77,804605,30.03
20987,13:16:27,2:28:43,4146483,70,18.93,804611,29.92
20988,13:16:28,2:28:44,4146506,755,529.80,804617,29.92
20989,13:16:28,2:28:44,4146530,575,187.30,804623,30.35
20990,13:16:29,2:28:45,4146572,56,16.76,804634,30.03
20991,13:16:29,2:28:45,4146606,327,59.28,804641,31.21
20992,13:16:29,2:28:45,4146694,79,20.03,804654,29.92
20993,13:16:30,2:28:46,4146777,334,61.44,804660,31.21
20994,13:16:30,2:28:46,4146800,460,119.54,804666,31.21
20995,13:16:30,2:28:46,4146827,700,294.28,804672,31.21
20996,13:16:31,2:28:47,4146881,391,82.35,804681,29.92
20997,13:16:31,2:28:47,4146923,423,97.36,804687,29.92
20998,13:16:31,2:28:47,4146946,444,109.09,804693,30.57
20999,13:16:32,2:28:48,4146982,807,770.01,804702,30.89
21000,13:16:32,2:28:48,4147026,96,21.67,804716,30.46
21001,13:16:33,2:28:49,4147054,1020,2258.54,804724,30.03
21002,13:16:33,2:28:49,4147143,184,31.36,804747,29.92
21003,13:16:33,2:28:49,4147162,192,32.67,804753,30.03
21004,13:16:34,2:28:50,4147171,63,17.91,804759,29.92
21005,13:16:34,2:28:50,4147241,512,144.44,804788,29.92
21006,13:16:34,2:28:50,4147305,207,35.26,804793,30.89
21007,13:16:35,2:28:50,4147371,248,42.69,804799,29.92
21008,13:16:35,2:28:51,4147395,294,51.51,804805,29.92
21009,13:16:35,2:28:51,4147470,624,242.54,804811,30.78
21010,13:16:35,2:28:51,4147492,419,97.20,804817,30.46
21011,13:16:35,2:28:51,4147526,792,615.27,804823,29.92
21012,13:16:35,2:28:51,4147605,163,28.20,804829,30.46
21013,13:16:36,2:28:52,4147648,268,46.26,804835,30.89
21014,13:16:36,2:28:52,4147689,280,48.67,804841,30.35
21015,13:16:37,2:28:52,4147713,243,41.74,804847,30.78
21016,13:16:37,2:28:53,4147765,684,283.21,804853,30.35
21017,13:16:38,2:28:53,4147859,352,66.89,804859,31.21
21018,13:16:38,2:28:54,4147896,275,47.73,804865,29.92
21019,13:16:39,2:28:54,4147912,569,185.56,804871,30.03
21020,13:16:39,2:28:54,4147974,639,249.88,804877,30.35
21021,13:16:39,2:28:55,4148018,729,380.02,804883,30.35
21022,13:16:39,2:28:55,4148033,591,188.65,804889,30.46
21023,13:16:39,2:28:55,4148042,352,66.89,804895,31.21
21024,13:16:39,2:28:55,4148143,295,51.75,804930,29.92
21025,13:16:39,2:28:55,4148166,448,112.41,804936,29.92
21026,13:16:40,2:28:56,4148229,595,212.63,804942,30.14
21027,13:16:40,2:28:56,4148236,327,59.28,804948,29.92
21028,13:16:40,2:28:56,4148252,304,53.73,804959,30.89
21029,13:16:40,2:28:56,4148299,135,24.92,804993,30.46
21030,13:16:40,2:28:56,4148420,156,27.28,805020,29.92
21031,13:16:40,2:28:56,4148427,807,770.01,805026,31.21
21032,13:16:40,2:28:56,4148450,140,25.42,805036,29.92
21033,13:16:40,2:28:56,4148496,384,80.08,805064,29.92
21034,13:16:40,2:28:56,4148527,440,109.25,805084,30.78
21035,13:16:40,2:28:56,4148576,159,27.66,805115,30.57
21036,13:16:40,2:28:56,4148597,263,45.37,805136,29.92
21037,13:16:40,2:28:56,4148654,369,73.42,805175,30.78
21038,13:16:40,2:28:56,4148752,376,76.43,805197,30.14
21039,13:16:40,2:28:56,4148768,423,97.36,805203,31.21
21040,13:16:40,2:28:56,4148820,255,43.96,805209,30.46
21041,13:16:40,2:28:56,4148834,185,31.51,805215,31.21
21042,13:16:40,2:28:56,4148870,446,111.64,805229,30.03
21043,13:16:40,2:28:56,4148956,540,166.11,805248,31.21
21044,13:16:41,2:28:56,4148975,143,25.74,805254,30.78
21045,13:16:41,2:28:56,4148993,352,66.89,805260,30.46
21046,13:16:41,2:28:56,4149075,608,202.86,805281,30.03
21047,13:16:41,2:28:56,4149109,339,62.98,805287,31.21
21048,13:16:41,2:28:56,4149139,135,24.92,805293,29.92
21049,13:16:41,2:28:56,4149165,691,332.16,805299,31.21
21050,13:16:41,2:28:57,4149240,227,38.83,805308,30.03
21051,13:16:41,2:28:57,4149268,448,112.41,805314,30.78
21052,13:16:41,2:28:57,4149325,487,132.65,805320,30.03
21053,13:16:41,2:28:57,4149377,89,21.05,805326,29.92
21054,13:16:42,2:28:57,4149392,352,66.89,805332,31.21
21055,13:16:42,2:28:58,4149448,467,121.56,805338,31.21
21056,13:16:42,2:28:58,4149472,192,32.67,805344,30.03
21057,13:16:43,2:28:59,4149523,176,30.09,805350,31.21
21058,13:16:43,2:28:59,4149534,248,42.69,805356,29.92
21059,13:16:43,2:28:59,4149576,723,388.29,805373,29.92
21060,13:16:44,2:28:59,4149604,492,134.92,805389,29.92
21061,13:16:44,2:29:0,4149679,307,54.48,805418,30.03
21062,13:16:44,2:29:0,4149724,472,125.87,805424,30.78
21063,13:16:45,2:29:1,4149819,440,109.25,805430,30.89
21064,13:16:45,2:29:1,4149885,572,183.73,805436,30.89
21065,13:16:45,2:29:1,4149912,688,328.69,805442,29.92
21066,13:16:45,2:29:1,4149934,540,166.11,805448,30.03
21067,13:16:45,2:29:1,4149963,207,35.26,805460,29.92
21068,13:16:45,2:29:1,4149991,508,144.95,805482,30.89
21069,13:16:45,2:29:1,4150038,432,101.61,805516,29.92
21070,13:16:45,2:29:1,4150107,56,16.76,805544,29.92
21071,13:16:45,2:29:1,4150118,231,39.55,805550,29.92
21072,13:16:45,2:29:1,4150171,255,43.96,805576,30.35
21073,13:16:45,2:29:1,4150188,135,24.92,805588,30.89
21074,13:16:45,2:29:1,4150228,399,87.30,805624,31.21
21075,13:16:46,2:29:1,4150263,344,64.67,805658,30.35
21076,13:16:46,2:29:2,4150392,99,21.91,805697,29.92
21077,13:16:46,2:29:2,4150426,399,87.30,805703,29.92
21078,13:16:46,2:29:2,4150434,120,23.58,805709,30.46
21079,13:16:46,2:29:2,4150454,94,21.50,805722,30.89
21080,13:16:47,2:29:2,4150533,176,30.09,805755,31.21
21081,13:16:47,2:29:3,4150542,224,38.29,805761,29.92
21082,13:16:47,2:29:3,4150582,179,30.55,805784,29.92
21083,13:16:47,2:29:3,4150663,67,18.51,805806,31.21
21084,13:16:47,2:29:3,4150709,231,39.55,805812,30.35
21085,13:16:47,2:29:3,4150722,403,88.99,805818,31.21
21086,13:16:47,2:29:3,4150747,295,51.75,805824,30.89
21087,13:16:48,2:29:4,4150837,359,69.86,805842,30.35
21088,13:16:48,2:29:4,4150887,440,109.25,805848,30.78
21089,13:16:49,2:29:5,4150899,263,45.37,805854,30.03
21090,13:16:49,2:29:5,4150930,295,51.75,805860,31.21
21091,13:16:50,2:29:6,4151006,755,529.80,805876,30.35
21092,13:16:50,2:29:6,4151087,768,471.89,805882,29.92
21093,13:16:50,2:29:6,4151117,199,33.86,805888,31.21
21094,13:16:51,2:29:7,4151131,220,37.58,805894,29.92
21095,13:16:51,2:29:7,4151223,359,69.86,805907,30.46
21096,13:16:51,2:29:7,4151235,192,32.67,805913,31.21
21097,13:16:52,2:29:7,4151281,472,125.87,805919,31.21
21098,13:16:52,2:29:7,4151321,300,52.79,805925,30.14
21099,13:16:52,2:29:7,4151414,654,259.18,805931,30.35
21100,13:16:52,2:29:7,4151428,496,144.49,805937,31.21
21101,13:16:52,2:29:8,4151455,432,101.61,805943,29.92
21102,13:16:52,2:29:8,4151582,496,144.49,805961,29.92
21103,13:16:52,2:29:8,4151591,51,15.86,805967,30.78
21104,13:16:52,2:29:8,4151615,398,85.63,805975,29.92
21105,13:16:52,2:29:8,4151647,408,90.57,805998,31.21
21106,13:16:52,2:29:8,4151692,743,466.23,806030,30.78
21107,13:16:52,2:29:8,4151732,723,388.29,806057,31.21
21108,13:16:52,2:29:8,4151794,444,109.09,806084,30.35
21109,13:16:52,2:29:8,4151818,227,38.83,806090,31.21
21110,13:16:53,2:29:8,4151849,463,119.23,806111,30.14
21111,13:16:53,2:29:8,4151906,163,28.20,806141,30.46
21112,13:16:53,2:29:9,4151934,140,25.42,806154,29.92
21113,13:16:53,2:29:9,4151987,71,19.06,806179,31.21
21114,13:16:53,2:29:9,4152076,364,71.71,806190,31.21
21115,13:16:53,2:29:9,4152087,492,134.92,806196,30.35
21116,13:16:53,2:29:9,4152121,369,73.42,806204,31.21
21117,13:16:53,2:29:9,4152141,364,71.71,806217,31.21
21118,13:16:54,2:29:10,4152179,455,117.03,806249,31.21
21119,13:16:54,2:29:10,4152222,273,47.25,806283,31.21
21120,13:16:54,2:29:10,4152255,227,38.83,806314,30.14
21121,13:16:54,2:29:10,4152302,67,18.51,806351,31.21
21122,13:16:54,2:29:10,4152348,359,69.86,806380,30.46
21123,13:16:55,2:29:10,4152374,318,57.28,806402,31.21
21124,13:16:55,2:29:11,4152414,172,29.49,806438,31.21
21125,13:16:55,2:29:11,4152474,396,85.28,806474,31.21
21126,13:16:55,2:29:11,4152507,364,71.71,806489,29.92
21127,13:16:56,2:29:12,4152549,352,66.89,806511,31.21
21128,13:16:56,2:29:12,4152589,51,15.86,806530,30.03
21129,13:16:56,2:29:12,4152631,216,36.85,806548,29.92
21130,13:16:57,2:29:13,4152673,295,51.75,806563,29.92
21131,13:16:57,2:29:13,4152714,435,104.92,806576,30.03
21132,13:16:58,2:29:14,4152747,318,57.28,806590,29.92
21133,13:16:58,2:29:14,4152769,287,50.23,806609,29.92
21134,13:16:59,2:29:15,4152918,575,187.30,806645,29.92
21135,13:16:59,2:29:15,4152942,497,142.37,806651,31.21
21136,13:17:00,2:29:15,4153036,335,61.77,806657,31.21
21137,13:17:00,2:29:16,4153073,743,466.23,806663,30.03
21138,13:17:01,2:29:16,4153093,103,22.23,806669,29.92
21139,13:17:01,2:29:16,4153100,344,64.67,806675,29.92
21140,13:17:01,2:29:17,4153181,263,45.37,806709,29.92
21141,13:17:01,2:29:17,4153202,263,45.37,806715,30.89
21142,13:17:01,2:29:17,4153309,736,412.77,806725,29.92
21143,13:17:02,2:29:17,4153349,681,309.95,806731,31.21
21144,13:17:02,2:29:17,4153368,428,101.58,806737,31.21
21145,13:17:02,2:29:17,4153380,385,80.11,806743,30.89
21146,13:17:02,2:29:17,4153416,312,55.68,806771,30.46
21147,13:17:02,2:29:18,4153513,435,104.92,806802,30.89
21148,13:17:02,2:29:18,4153547,440,109.25,806808,31.21
21149,13:17:03,2:29:19,4153575,496,144.49,806814,30.46
21150,13:17:03,2:29:19,4153606,504,143.61,806820,30.78
21151,13:17:04,2:29:19,4153620,92,21.32,806828,29.92
21152,13:17:04,2:29:19,4153677,255,43.96,806861,30.46
21153,13:17:04,2:29:19,4153708,327,59.28,806876,30.35
21154,13:17:04,2:29:19,4153763,671,277.06,806900,30.35
21155,13:17:04,2:29:19,4153797,199,33.86,806908,30.46
21156,13:17:04,2:29:19,4153823,312,55.68,806922,31.21
21157,13:17:04,2:29:19,4153858,327,59.28,806950,30.78
21158,13:17:04,2:29:20,4153926,67,18.51,806983,30.57
21159,13:17:04,2:29:20,4153939,408,90.57,806989,30.57
21160,13:17:04,2:29:20,4154035,216,36.85,807017,29.92
21161,13:17:04,2:29:20,4154113,399,87.30,807023,29.92
21162,13:17:04,2:29:20,4154136,176,30.09,807029,30.03
21163,13:17:04,2:29:20,4154151,556,174.47,807035,29.92
21164,13:17:04,2:29:20,4154209,195,33.17,807053,30.89
21165,13:17:04,2:29:20,4154292,319,57.64,807059,30.46
21166,13:17:05,2:29:20,4154304,425,99.48,807065,31.21
21167,13:17:05,2:29:21,4154327,696,307.73,807071,30.89
21168,13:17:05,2:29:21,4154479,126,24.09,807094,30.46
21169,13:17:05,2:29:21,4154555,617,223.47,807100,29.92
21170,13:17:06,2:29:22,4154585,831,853.96,807106,30.89
21171,13:17:06,2:29:22,4154652,755,529.80,807112,30.89
21172,13:17:07,2:29:22,4154670,120,23.58,807118,30.35
21173,13:17:07,2:29:23,4154683,300,52.79,807124,31.21
21174,13:17:07,2:29:23,4154712,824,662.09,807151,29.92
