Event,Time_CPU,Time_RTC,Ardn_time[ms],ADC[0-0123],SiPM[mV],Deadtime[ms],Temp[C]
21175,13:17:08,2:29:23,4154778,440,109.25,807191,30.46
21176,13:17:08,2:29:24,4154802,63,17.91,807204,31.21
21177,13:17:08,2:29:24,4154913,462,120.87,807232,30.46
21178,13:17:09,2:29:25,4154998,543,164.77,807238,30.89
21179,13:17:09,2:29:25,4155094,286,49.78,807244,31.21
21180,13:17:10,2:29:26,4155121,103,22.23,807250,29.92
21181,13:17:10,2:29:26,4155155,204,34.73,807256,30.46
21182,13:17:10,2:29:26,4155174,359,69.86,807262,30.78
21183,13:17:11,2:29:26,4155202,62,17.75,807277,30.35
21184,13:17:11,2:29:27,4155239,369,73.42,807302,29.92
21185,13:17:12,2:29:27,4155280,496,144.49,807330,30.78
21186,13:17:12,2:29:28,4155321,409,91.12,807357,30.03
21187,13:17:13,2:29:28,4155375,415,95.00,807384,30.03
21188,13:17:13,2:29:29,4155388,574,181.47,807396,30.03
21189,13:17:14,2:29:29,4155441,131,24.54,807435,31.21
21190,13:17:14,2:29:30,4155617,134,24.82,807461,30.35
21191,13:17:15,2:29:30,4155635,305,53.88,807467,31.21
21192,13:17:15,2:29:31,4155650,112,22.94,807473,29.92
21193,13:17:15,2:29:31,4155717,240,41.21,807497,31.21
21194,13:17:15,2:29:31,4155735,391,82.35,807503,29.92
21195,13:17:16,2:29:31,4155782,504,143.61,807520,29.92
21196,13:17:16,2:29:31,4155800,504,143.61,807531,29.92
21197,13:17:16,2:29:31,4155838,384,80.08,807565,31.21
21198,13:17:16,2:29:31,4155965,81,20.25,807600,30.35
21199,13:17:16,2:29:32,4156005,519,154.30,807606,30.78
21200,13:17:16,2:29:32,4156036,399,87.30,807612,29.92
21201,13:17:16,2:29:32,4156042,287,50.23,807618,30.35
21202,13:17:16,2:29:32,4156143,369,73.42,807639,29.92
21203,13:17:16,2:29:32,4156150,103,22.23,807645,31.21
21204,13:17:16,2:29:32,4156255,255,43.96,807654,30.89
21205,13:17:16,2:29:32,4156261,691,332.16,807660,30.35
21206,13:17:17,2:29:32,4156280,391,82.35,807672,29.92
21207,13:17:17,2:29:33,4156327,188,32.01,807704,29.92
21208,13:17:17,2:29:33,4156457,440,109.25,807728,30.03
21209,13:17:17,2:29:33,4156464,419,97.20,807734,29.92
21210,13:17:17,2:29:33,4156581,792,615.27,807746,30.03
21211,13:17:17,2:29:33,4156667,355,68.30,807752,30.35
21212,13:17:17,2:29:33,4156682,359,69.86,807758,30.46
21213,13:17:17,2:29:33,4156688,268,46.26,807764,30.78
21214,13:17:17,2:29:33,4156772,671,277.06,807799,29.92
21215,13:17:17,2:29:33,4156790,179,30.55,807805,30.03
21216,13:17:17,2:29:33,4156818,543,164.77,807819,30.89
21217,13:17:18,2:29:33,4156847,124,23.92,807845,31.21
21218,13:17:18,2:29:34,4156913,423,97.36,807882,30.78
21219,13:17:19,2:29:34,4156978,415,95.00,807892,30.03
21220,13:17:19,2:29:35,4157032,448,112.41,807898,29.92
21221,13:17:20,2:29:35,4157072,259,44.69,807904,30.03
21222,13:17:20,2:29:36,4157091,463,119.23,807910,29.92
21223,13:17:21,2:29:36,4157135,492,134.92,807916,29.92
21224,13:17:21,2:29:37,4157147,403,88.99,807922,31.21
21225,13:17:21,2:29:37,4157195,60,17.43,807947,31.21
21226,13:17:22,2:29:38,4157214,113,23.02,807962,30.78
21227,13:17:22,2:29:38,4157312,419,97.20,807996,30.89
21228,13:17:23,2:29:39,4157350,207,35.26,808002,29.92
21229,13:17:23,2:29:39,4157408,513,148.53,808008,30.03
21230,13:17:24,2:29:40,4157444,184,31.36,808014,30.35
21231,13:17:24,2:29:40,4157451,496,144.49,808020,30.46
21232,13:17:25,2:29:41,4157552,312,55.68,808036,30.35
21233,13:17:25,2:29:41,4157614,192,32.67,808042,29.92
21234,13:17:25,2:29:41,4157700,384,80.08,808048,30.78
21235,13:17:25,2:29:41,4157725,270,46.71,808054,29.92
21236,13:17:25,2:29:41,4157777,92,21.32,808061,30.03
21237,13:17:25,2:29:41,4157808,399,87.30,808067,29.92
21238,13:17:25,2:29:41,4157824,415,95.00,808074,30.89
21239,13:17:25,2:29:41,4157842,480,130.21,808084,30.57
21240,13:17:25,2:29:41,4157882,224,38.29,808116,30.46
21241,13:17:26,2:29:41,4157934,209,35.61,808148,30.89
21242,13:17:26,2:29:42,4157969,588,183.26,808167,29.92
21243,13:17:26,2:29:42,4158022,327,59.28,808192,30.46
21244,13:17:26,2:29:42,4158059,188,32.01,808203,30.03
21245,13:17:26,2:29:42,4158091,88,20.96,808217,29.92
21246,13:17:26,2:29:42,4158156,300,52.79,808238,30.03
21247,13:17:26,2:29:42,4158178,851,847.22,808244,29.92
21248,13:17:27,2:29:42,4158202,432,101.61,808258,30.89
21249,13:17:27,2:29:43,4158306,236,40.44,808288,30.14
21250,13:17:27,2:29:43,4158312,255,43.96,808294,30.78
21251,13:17:27,2:29:43,4158334,65,18.22,808304,30.14
21252,13:17:27,2:29:43,4158364,88,20.96,808331,30.57
21253,13:17:28,2:29:43,4158401,403,88.99,808367,29.92
21254,13:17:28,2:29:44,4158451,408,90.57,808405,30.57
21255,13:17:28,2:29:44,4158512,736,412.77,808432,29.92
21256,13:17:28,2:29:44,4158550,92,21.32,808439,30.03
21257,13:17:28,2:29:44,4158620,81,20.25,808447,30.35
21258,13:17:28,2:29:44,4158692,399,87.30,808453,29.92
21259,13:17:28,2:29:44,4158823,430,101.41,808459,31.21
21260,13:17:28,2:29:44,4158857,359,69.86,808465,30.78
21261,13:17:28,2:29:44,4158869,899,1139.40,808471,30.46
21262,13:17:28,2:29:44,4158926,51,15.86,808484,29.92
21263,13:17:28,2:29:44,4158953,302,53.30,808490,30.46
21264,13:17:28,2:29:44,4158966,115,23.18,808497,30.14
21265,13:17:28,2:29:44,4159020,768,471.89,808530,30.03
21266,13:17:29,2:29:44,4159064,440,109.25,808551,31.21
21267,13:17:29,2:29:44,4159107,339,62.98,808568,30.35
21268,13:17:29,2:29:45,4159134,236,40.44,808582,30.03
21269,13:17:29,2:29:45,4159209,103,22.23,808607,29.92
21270,13:17:30,2:29:46,4159240,195,33.17,808613,30.89
21271,13:17:30,2:29:46,4159261,227,38.83,808619,30.35
21272,13:17:31,2:29:46,4159281,856,997.78,808636,30.03
21273,13:17:31,2:29:47,4159334,268,46.26,808675,29.92
21274,13:17:32,2:29:47,4159365,184,31.36,808700,29.92
21275,13:17:32,2:29:48,4159452,319,57.64,808733,29.92
21276,13:17:33,2:29:48,4159480,399,87.30,808739,30.35
21277,13:17:33,2:29:49,4159490,335,61.77,808745,31.21
21278,13:17:34,2:29:49,4159517,524,150.73,808772,31.21
21279,13:17:34,2:29:50,4159566,716,337.96,808812,29.92
21280,13:17:34,2:29:50,4159617,56,16.76,808844,30.03
21281,13:17:34,2:29:50,4159672,167,28.76,808864,29.92
21282,13:17:34,2:29:50,4159710,263,45.37,808870,30.89
21283,13:17:34,2:29:50,4159735,319,57.64,808876,29.92
21284,13:17:34,2:29:50,4159867,344,64.67,808895,31.21
21285,13:17:35,2:29:51,4159889,62,17.75,808901,29.92
21286,13:17:35,2:29:51,4159934,223,38.11,808907,29.92
21287,13:17:36,2:29:52,4159962,398,85.63,808913,30.89
21288,13:17:36,2:29:52,4160003,230,39.39,808919,30.78
21289,13:17:36,2:29:52,4160014,302,53.30,808926,29.92
21290,13:17:37,2:29:52,4160120,263,45.37,808953,31.21
21291,13:17:37,2:29:53,4160134,273,47.25,808959,29.92
21292,13:17:38,2:29:53,4160177,455,117.03,808965,29.92
21293,13:17:38,2:29:54,4160193,480,130.21,808971,29.92
21294,13:17:38,2:29:54,4160224,284,49.41,808996,30.03
21295,13:17:38,2:29:54,4160272,711,380.66,809030,30.89
21296,13:17:38,2:29:54,4160318,199,33.86,809057,30.78
21297,13:17:39,2:29:54,4160353,327,59.28,809077,31.21
21298,13:17:39,2:29:55,4160392,369,73.42,809103,30.89
21299,13:17:39,2:29:55,4160428,463,119.23,809128,30.35
21300,13:17:40,2:29:56,4160465,254,43.77,809158,29.92
21301,13:17:40,2:29:56,4160514,519,154.30,809190,29.92
21302,13:17:41,2:29:57,4160548,195,33.17,809214,29.92
21303,13:17:41,2:29:57,4160668,486,135.98,809243,29.92
21304,13:17:41,2:29:57,4160687,704,326.52,809249,30.35
21305,13:17:42,2:29:57,4160694,480,130.21,809255,29.92
21306,13:17:42,2:29:57,4160734,159,27.66,809290,29.92
21307,13:17:42,2:29:58,4160797,255,43.96,809324,29.92
21308,13:17:43,2:29:58,4160854,398,85.63,809334,30.46
21309,13:17:43,2:29:58,4161009,327,59.28,809340,29.92
21310,13:17:43,2:29:58,4161017,455,117.03,809346,31.21
21311,13:17:43,2:29:59,4161088,326,59.13,809355,30.78
21312,13:17:43,2:29:59,4161113,432,101.61,809361,29.92
21313,13:17:44,2:29:59,4161125,384,80.08,809367,30.46
21314,13:17:44,2:30:0,4161156,248,42.69,809389,30.03
21315,13:17:44,2:30:0,4161266,515,147.53,809419,31.21
21316,13:17:45,2:30:1,4161303,408,90.57,809425,29.92
21317,13:17:45,2:30:1,4161358,71,19.06,809431,31.21
21318,13:17:46,2:30:2,4161384,199,33.86,809437,30.89
21319,13:17:46,2:30:2,4161413,72,19.19,809443,30.46
21320,13:17:47,2:30:2,4161422,275,47.73,809449,29.92
21321,13:17:47,2:30:3,4161472,755,529.80,809479,30.46
21322,13:17:48,2:30:4,4161517,188,32.01,809499,30.46
21323,13:17:48,2:30:4,4161559,391,82.35,809514,30.89
21324,13:17:48,2:30:4,4161589,496,144.49,809526,31.21
21325,13:17:48,2:30:4,4161613,263,45.37,809550,30.78
21326,13:17:49,2:30:4,4161656,780,538.09,809588,31.21
21327,13:17:49,2:30:5,4161730,704,326.52,809624,30.78
21328,13:17:49,2:30:5,4161761,275,47.73,809630,30.03
21329,13:17:49,2:30:5,4161793,60,17.43,809642,31.21
21330,13:17:50,2:30:6,4161870,449,112.05,809660,29.92
21331,13:17:50,2:30:6,4161908,588,183.26,809666,29.92
21332,13:17:50,2:30:6,4161917,289,50.47,809672,30.78
21333,13:17:50,2:30:6,4161934,499,141.24,809686,29.92
21334,13:17:50,2:30:6,4162019,487,132.65,809724,30.89
21335,13:17:50,2:30:6,4162081,255,43.96,809730,30.03
21336,13:17:50,2:30:6,4162136,88,20.96,809736,31.21
21337,13:17:50,2:30:6,4162160,195,33.17,809742,30.46
21338,13:17:51,2:30:7,4162182,113,23.02,809748,30.78
21339,13:17:51,2:30:7,4162258,684,283.21,809757,30.46
21340,13:17:51,2:30:7,4162289,462,120.87,809763,29.92
21341,13:17:51,2:30:7,4162304,376,76.43,809769,29.92
21342,13:17:51,2:30:7,4162338,350,66.46,809782,30.14
21343,13:17:51,2:30:7,4162357,401,87.91,809800,29.92
21344,13:17:51,2:30:7,4162480,312,55.68,809839,29.92
21345,13:17:51,2:30:7,4162600,268,46.26,809845,29.92
21346,13:17:51,2:30:7,4162626,486,135.98,809851,30.46
21347,13:17:51,2:30:7,4162752,499,141.24,809857,31.21
21348,13:17:52,2:30:7,4162770,359,69.86,809863,30.35
21349,13:17:52,2:30:8,4162790,369,73.42,809869,30.35
21350,13:17:53,2:30:8,4162843,455,117.03,809889,29.92
21351,13:17:53,2:30:9,4162869,80,20.14,809896,29.92
21352,13:17:54,2:30:9,4162897,480,130.21,809916,30.89
21353,13:17:54,2:30:10,4162984,127,24.18,809948,29.92
21354,13:17:54,2:30:10,4163013,209,35.61,809954,30.89
21355,13:17:55,2:30:10,4163020,284,49.41,809960,30.78
21356,13:17:55,2:30:11,4163070,504,143.61,809988,29.92
21357,13:17:56,2:30:11,4163090,512,144.44,810005,29.92
21358,13:17:56,2:30:12,4163138,412,92.93,810044,29.92
21359,13:17:57,2:30:12,4163176,209,35.61,810074,29.92
21360,13:17:57,2:30:12,4163230,291,50.97,810106,31.21
21361,13:17:57,2:30:13,4163262,512,144.44,810123,30.35
21362,13:17:57,2:30:13,4163319,304,53.73,810149,30.35
21363,13:17:58,2:30:14,4163330,489,138.11,810157,30.78
21364,13:17:58,2:30:14,4163376,79,20.03,810195,31.21
21365,13:17:59,2:30:14,4163448,487,132.65,810225,29.92
21366,13:17:59,2:30:15,4163470,291,50.97,810231,29.92
21367,13:17:59,2:30:15,4163519,334,61.44,810248,30.35
21368,13:18:00,2:30:15,4163531,280,48.67,810255,31.21
21369,13:18:00,2:30:16,4163568,472,125.87,810289,30.46
21370,13:18:01,2:30:16,4163618,332,61.17,810326,29.92
21371,13:18:01,2:30:17,4163655,252,43.42,810354,29.92
21372,13:18:01,2:30:17,4163688,88,20.96,810384,30.35
21373,13:18:02,2:30:18,4163742,393,83.55,810419,29.92
21374,13:18:02,2:30:18,4163786,467,121.56,810440,30.35
21375,13:18:02,2:30:18,4163824,318,57.28,810457,31.21
21376,13:18:02,2:30:18,4163857,440,109.25,810476,29.92
21377,13:18:02,2:30:18,4163984,193,32.84,810503,31.21
21378,13:18:02,2:30:18,4163993,172,29.49,810509,30.89
21379,13:18:02,2:30:18,4164045,344,64.67,810518,31.21
21380,13:18:02,2:30:18,4164074,771,600.02,810524,29.92
21381,13:18:02,2:30:18,4164093,494,141.37,810531,30.78
21382,13:18:02,2:30:18,4164134,582,193.83,810560,31.21
21383,13:18:02,2:30:18,4164235,236,40.44,810588,30.78
21384,13:18:02,2:30:18,4164290,632,232.56,810594,29.92
21385,13:18:03,2:30:18,4164298,211,35.96,810600,30.03
21386,13:18:03,2:30:18,4164387,636,231.85,810610,29.92
21387,13:18:03,2:30:18,4164417,688,328.69,810616,29.92
21388,13:18:03,2:30:18,4164490,627,249.17,810622,30.78
21389,13:18:03,2:30:18,4164511,358,69.10,810628,29.92
21390,13:18:03,2:30:18,4164587,190,32.33,810634,30.03
21391,13:18:03,2:30:19,4164598,332,61.17,810640,29.92
21392,13:18:03,2:30:19,4164623,560,175.34,810646,30.46
21393,13:18:03,2:30:19,4164698,56,16.76,810668,29.92
21394,13:18:03,2:30:19,4164717,384,80.08,810674,29.92
21395,13:18:03,2:30:19,4164727,99,21.91,810680,29.92
21396,13:18:03,2:30:19,4164767,216,36.85,810713,29.92
21397,13:18:03,2:30:19,4164825,252,43.42,810746,30.35
21398,13:18:03,2:30:19,4164849,319,57.64,810761,31.21
21399,13:18:03,2:30:19,4164901,60,17.43,810791,29.92
21400,13:18:03,2:30:19,4164936,719,344.94,810807,30.78
21401,13:18:03,2:30:19,4164993,560,175.34,810829,30.46
21402,13:18:04,2:30:20,4165050,807,770.01,810835,29.92
21403,13:18:04,2:30:20,4165080,483,132.60,810841,30.89
21404,13:18:05,2:30:21,4165091,403,88.99,810847,30.78
21405,13:18:05,2:30:21,4165140,489,138.11,810876,30.35
21406,13:18:06,2:30:22,4165161,57,16.93,810896,30.89
21407,13:18:06,2:30:22,4165227,364,71.71,810933,30.46
21408,13:18:07,2:30:22,4165260,318,57.28,810944,31.21
21409,13:18:07,2:30:23,4165338,204,34.73,810962,30.03
21410,13:18:07,2:30:23,4165357,335,61.77,810968,31.21
21411,13:18:07,2:30:23,4165365,371,73.82,810974,30.46
21412,13:18:08,2:30:24,4165452,588,183.26,811005,31.21
21413,13:18:08,2:30:24,4165481,83,20.46,811011,31.21
21414,13:18:09,2:30:25,4165491,326,59.13,811017,30.35
21415,13:18:09,2:30:25,4165630,96,21.67,811040,30.78
21416,13:18:09,2:30:25,4165663,511,149.39,811046,29.92
21417,13:18:09,2:30:25,4165675,231,39.55,811052,30.14
21418,13:18:10,2:30:25,4165730,220,37.58,811064,29.92
21419,13:18:10,2:30:26,4165812,287,50.23,811070,30.35
21420,13:18:10,2:30:26,4165883,575,187.30,811076,30.14
21421,13:18:10,2:30:26,4165907,51,15.86,811082,31.21
21422,13:18:11,2:30:26,4165917,371,73.82,811088,29.92
21423,13:18:11,2:30:27,4165964,496,144.49,811111,31.21
21424,13:18:12,2:30:27,4165997,304,53.73,811127,29.92
21425,13:18:12,2:30:28,4166037,352,66.89,811150,31.21
21426,13:18:12,2:30:28,4166158,457,118.95,811173,30.78
21427,13:18:13,2:30:29,4166218,384,80.08,811179,31.21
21428,13:18:13,2:30:29,4166240,199,33.86,811185,30.78
21429,13:18:14,2:30:30,4166251,435,104.92,811191,29.92
21430,13:18:14,2:30:30,4166284,505,145.23,811216,29.92
21431,13:18:14,2:30:30,4166335,241,41.39,811249,31.21
21432,13:18:14,2:30:30,4166384,49,15.48,811270,30.46
21433,13:18:14,2:30:30,4166463,113,23.02,811280,31.21
21434,13:18:14,2:30:30,4166474,255,43.96,811286,30.78
21435,13:18:14,2:30:30,4166517,385,80.11,811292,30.89
21436,13:18:14,2:30:30,4166532,172,29.49,811298,29.92
21437,13:18:14,2:30:30,4166607,679,318.29,811325,29.92
21438,13:18:14,2:30:30,4166723,113,23.02,811331,30.78
21439,13:18:15,2:30:30,4166743,860,906.43,811337,30.03
21440,13:18:15,2:30:30,4166778,216,36.85,811343,30.35
21441,13:18:15,2:30:31,4166828,207,35.26,811349,30.03
21442,13:18:15,2:30:31,4166847,568,189.84,811355,29.92
21443,13:18:15,2:30:31,4166912,240,41.21,811368,29.92
21444,13:18:15,2:30:31,4166921,255,43.96,811374,31.21
21445,13:18:15,2:30:31,4166975,263,45.37,811392,30.03
21446,13:18:16,2:30:32,4167022,960,1674.43,811398,29.92
21447,13:18:16,2:30:32,4167069,430,101.41,811404,29.92
21448,13:18:17,2:30:32,4167077,56,16.76,811410,29.92
21449,13:18:17,2:30:33,4167113,92,21.32,811432,30.89
21450,13:18:17,2:30:33,4167198,704,326.52,811457,30.46
21451,13:18:18,2:30:34,4167235,112,22.94,811463,31.21
21452,13:18:18,2:30:34,4167266,384,80.08,811469,29.92
21453,13:18:19,2:30:34,4167281,96,21.67,811475,29.92
21454,13:18:19,2:30:34,4167378,312,55.68,811490,30.03
21455,13:18:19,2:30:34,4167387,399,87.30,811496,30.35
21456,13:18:19,2:30:35,4167397,432,101.61,811505,29.92
21457,13:18:19,2:30:35,4167438,243,41.74,811544,30.35
21458,13:18:19,2:30:35,4167497,227,38.83,811582,30.03
21459,13:18:19,2:30:35,4167563,63,17.91,811601,30.35
21460,13:18:20,2:30:36,4167643,163,28.20,811607,30.03
21461,13:18:20,2:30:36,4167707,344,64.67,811613,31.21
21462,13:18:20,2:30:36,4167725,83,20.46,811619,30.03
21463,13:18:20,2:30:36,4167739,412,92.93,811625,30.46
21464,13:18:21,2:30:36,4167779,83,20.46,811649,30.14
21465,13:18:21,2:30:37,4167866,352,66.89,811671,30.89
21466,13:18:21,2:30:37,4167884,60,17.43,811677,29.92
21467,13:18:22,2:30:38,4167903,96,21.67,811683,30.35
21468,13:18:22,2:30:38,4167996,467,121.56,811700,30.78
21469,13:18:23,2:30:39,4168039,231,39.55,811706,29.92
21470,13:18:23,2:30:39,4168056,271,46.93,811712,30.35
21471,13:18:24,2:30:40,4168091,199,33.86,811718,30.03
21472,13:18:24,2:30:40,4168218,316,56.81,811724,29.92
21473,13:18:25,2:30:41,4168237,371,73.82,811730,29.92
21474,13:18:25,2:30:41,4168323,135,24.92,811737,30.35
21475,13:18:26,2:30:42,4168334,158,27.53,811743,30.78
21476,13:18:26,2:30:42,4168432,440,109.25,811749,29.92
21477,13:18:27,2:30:42,4168534,152,26.78,811755,30.03
21478,13:18:27,2:30:43,4168540,339,62.98,811761,29.92
21479,13:18:28,2:30:43,4168557,527,155.96,811771,30.46
21480,13:18:28,2:30:44,4168623,423,97.36,811805,30.78
21481,13:18:29,2:30:44,4168642,227,38.83,811813,30.03
21482,13:18:29,2:30:45,4168710,304,53.73,811841,29.92
21483,13:18:29,2:30:45,4168774,366,72.41,811847,30.89
21484,13:18:30,2:30:45,4168820,268,46.26,811853,29.92
21485,13:18:30,2:30:45,4168856,78,19.92,811859,30.35
21486,13:18:30,2:30:45,4168901,409,91.12,811865,30.03
21487,13:18:30,2:30:46,4168929,159,27.66,811871,31.21
21488,13:18:30,2:30:46,4168938,671,277.06,811877,29.92
21489,13:18:31,2:30:47,4168974,207,35.26,811898,29.92
21490,13:18:31,2:30:47,4169035,511,149.39,811923,31.21
21491,13:18:32,2:30:48,4169097,417,95.20,811929,30.03
21492,13:18:32,2:30:48,4169111,504,143.61,811935,30.35
21493,13:18:33,2:30:49,4169148,871,942.15,811944,29.92
21494,13:18:33,2:30:49,4169178,284,49.41,811956,30.78
21495,13:18:34,2:30:50,4169236,531,160.62,811978,30.78
21496,13:18:34,2:30:50,4169263,241,41.39,811984,30.35
21497,13:18:35,2:30:51,4169308,55,16.58,812001,29.92
21498,13:18:35,2:30:51,4169353,300,52.79,812011,29.92
21499,13:18:35,2:30:51,4169380,376,76.43,812017,30.03
21500,13:18:36,2:30:51,4169411,327,59.28,812033,30.35
21501,13:18:36,2:30:52,4169454,496,144.49,812059,30.03
21502,13:18:36,2:30:52,4169542,403,88.99,812082,30.35
21503,13:18:37,2:30:53,4169568,199,33.86,812088,30.78
21504,13:18:37,2:30:53,4169582,359,69.86,812094,30.35
21505,13:18:38,2:30:53,4169611,448,112.41,812110,29.92
21506,13:18:38,2:30:53,4169663,319,57.64,812137,29.92
21507,13:18:38,2:30:53,4169684,352,66.89,812153,30.89
21508,13:18:38,2:30:54,4169737,728,431.28,812187,29.92
21509,13:18:38,2:30:54,4169820,163,28.20,812209,31.21
21510,13:18:38,2:30:54,4169829,364,71.71,812215,29.92
21511,13:18:39,2:30:54,4169864,103,22.23,812223,29.92
21512,13:18:39,2:30:55,4169883,422,97.97,812236,30.35
21513,13:18:39,2:30:55,4169918,463,119.23,812269,30.35
21514,13:18:40,2:30:56,4169963,265,45.75,812308,31.21
21515,13:18:40,2:30:56,4170035,60,17.43,812341,29.92
21516,13:18:40,2:30:56,4170056,352,66.89,812347,29.92
21517,13:18:40,2:30:56,4170082,371,73.82,812365,30.46
21518,13:18:41,2:30:56,4170136,335,61.77,812397,30.89
21519,13:18:41,2:30:56,4170183,399,87.30,812415,30.89
21520,13:18:41,2:30:57,4170200,227,38.83,812425,30.35
21521,13:18:41,2:30:57,4170271,408,90.57,812458,29.92
21522,13:18:41,2:30:57,4170289,76,19.69,812464,29.92
21523,13:18:41,2:30:57,4170347,414,93.93,812486,30.35
21524,13:18:41,2:30:57,4170458,103,22.23,812493,29.92
21525,13:18:41,2:30:57,4170496,547,162.22,812499,30.89
21526,13:18:42,2:30:58,4170504,280,48.67,812505,30.78
21527,13:18:42,2:30:58,4170608,295,51.75,812516,30.89
21528,13:18:42,2:30:58,4170624,353,67.64,812522,30.89
21529,13:18:43,2:30:59,4170645,344,64.67,812528,31.21
21530,13:18:43,2:30:59,4170681,419,97.20,812547,29.92
21531,13:18:43,2:30:59,4170786,423,97.36,812571,29.92
21532,13:18:44,2:31:0,4170824,432,101.61,812577,30.89
21533,13:18:44,2:31:0,4170851,332,61.17,812583,29.92
21534,13:18:45,2:31:0,4170903,174,29.79,812589,30.46
21535,13:18:45,2:31:1,4170931,519,154.30,812595,30.46
21536,13:18:45,2:31:1,4170955,158,27.53,812601,29.92
21537,13:18:46,2:31:1,4170981,527,155.96,812609,30.14
21538,13:18:46,2:31:1,4171099,252,43.42,812633,30.35
21539,13:18:46,2:31:2,4171284,231,39.55,812639,30.89
21540,13:18:46,2:31:2,4171299,83,20.46,812645,30.46
21541,13:18:47,2:31:2,4171376,243,41.74,812651,30.35
21542,13:18:47,2:31:3,4171431,867,898.02,812657,29.92
21543,13:18:47,2:31:3,4171445,79,20.03,812663,31.21
21544,13:18:47,2:31:3,4171499,289,50.47,812669,31.21
21545,13:18:48,2:31:4,4171514,344,64.67,812675,29.92
21546,13:18:48,2:31:4,4171546,287,50.23,812688,29.92
21547,13:18:48,2:31:4,4171573,120,23.58,812709,30.89
21548,13:18:48,2:31:4,4171642,412,92.93,812743,29.92
21549,13:18:49,2:31:4,4171720,96,21.67,812749,30.89
21550,13:18:49,2:31:5,4171726,179,30.55,812755,29.92
21551,13:18:50,2:31:5,4171738,435,104.92,812765,29.92
21552,13:18:50,2:31:6,4171795,369,73.42,812804,29.92
21553,13:18:51,2:31:6,4171847,399,87.30,812825,29.92
21554,13:18:51,2:31:6,4171933,412,92.93,812834,30.03
21555,13:18:51,2:31:6,4171953,96,21.67,812840,30.46
21556,13:18:51,2:31:6,4171972,323,58.48,812846,29.92
21557,13:18:51,2:31:6,4172033,352,66.89,812863,29.92
