,Time_CPU,Time_RTC,"Acceleration[(x,y,z),(m/s^2)]","Magnetometer[(x,y,z),(uT)]"
697,13:01:39,2:13:55,"(-10.288156514999999, 0.7649187, -7.304973585)","(37.199999999999996, 0.44999999999999996, -12.9)"
698,13:01:50,2:14:6,"(-8.299367895, 0.038245935, -0.61193496)","(38.55, -5.7, -36.0)"
699,13:02:00,2:14:16,"(-7.381465454999999, 0.07649187, -2.14177236)","(43.8, -19.5, -29.25)"
700,13:02:11,2:14:27,"(-7.916908544999999, -3.0979207349999998, -5.239693095)","(34.35, 4.35, -8.1)"
701,13:02:21,2:14:37,"(-8.337613829999999, -0.91790244, -3.327396345)","(42.75, -19.5, -33.6)"
702,13:02:32,2:14:48,"(-9.982189035, -3.0596748, -2.103526425)","(22.5, 1.3499999999999999, 15.0)"
703,13:02:43,2:14:58,"(-10.288156514999999, -0.38245935, -1.83580488)","(39.3, -36.449999999999996, -3.3)"
704,13:02:53,2:15:9,"(-9.637975619999999, 0.726672765, -2.21826423)","(43.8, -13.5, -4.35)"
705,13:03:04,2:15:19,"(-8.911302854999999, -0.956148375, -0.8031646349999999)","(41.699999999999996, -27.45, -0.44999999999999996)"
706,13:03:14,2:15:30,"(-10.173418709999998, 0.114737805, -2.638969515)","(40.8, -2.6999999999999997, -3.4499999999999997)"
707,13:03:25,2:15:41,"(-8.72007318, -1.262115855, -3.4803800849999997)","(37.05, -9.299999999999999, 9.75)"
708,13:03:35,2:15:51,"(-8.64358131, -2.485985775, -0.15298374)","(35.25, 6.45, -28.799999999999997)"
709,13:03:46,2:16:2,"(-9.79095936, -2.14177236, -3.021428865)","(42.3, -23.7, -34.35)"
710,13:03:56,2:16:12,"(-8.79656505, -0.68842683, -4.015823175)","(38.25, -12.299999999999999, 12.0)"
711,13:04:07,2:16:23,"(-8.26112196, -0.53544309, -0.22947561)","(38.1, -5.3999999999999995, -34.8)"
712,13:04:18,2:16:33,"(-9.10253253, 0.191229675, -2.638969515)","(42.0, -31.2, -7.5)"
713,13:04:28,2:16:44,"(-9.484991879999999, 0.30596748, -4.857233745)","(36.9, -18.599999999999998, 16.5)"
714,13:04:39,2:16:55,"(-8.911302854999999, -1.109132115, -0.8031646349999999)","(39.75, -37.65, -22.95)"
715,13:04:49,2:17:5,"(-9.332008140000001, -0.38245935, -0.650180895)","(44.1, -11.85, -0.8999999999999999)"
716,13:05:00,2:17:16,"(-9.370254075, -0.8031646349999999, -3.67160976)","(43.05, -20.7, -21.9)"
717,13:05:11,2:17:26,"(-8.337613829999999, -1.262115855, -3.174412605)","(44.85, -23.25, -22.2)"
718,13:05:21,2:17:37,"(-8.26112196, -2.3330020350000003, -1.91229675)","(42.15, -4.95, -28.799999999999997)"
719,13:05:32,2:17:47,"(-8.56708944, -0.45895122, -0.726672765)","(40.199999999999996, -17.7, 14.549999999999999)"
720,13:05:42,2:17:58,"(-9.484991879999999, 0.30596748, -2.8301991899999996)","(44.4, -1.5, -11.549999999999999)"
721,13:05:53,2:18:9,"(-8.72007318, -0.45895122, -0.7649187)","(40.8, -34.35, -18.599999999999998)"
722,13:06:03,2:18:19,"(-10.747107734999998, -0.879656505, -1.91229675)","(30.9, 19.349999999999998, 2.6999999999999997)"
723,13:06:14,2:18:30,"(-11.244304889999999, -0.038245935, -4.321790655)","(47.4, -12.15, -12.9)"
724,13:06:24,2:18:40,"(-6.769530495, 0.650180895, -3.13616667)","(27.9, -29.549999999999997, 28.799999999999997)"
725,13:06:35,2:18:51,"(-9.446745945, -0.22947561, -3.4803800849999997)","(40.8, -15.6, 18.9)"
726,13:06:46,2:19:1,"(-7.80217074, -1.5298374, -1.109132115)","(45.6, 0.6, 2.25)"
727,13:06:56,2:19:12,"(-10.747107734999998, -1.032640245, -1.950542685)","(45.3, -12.45, 12.0)"
728,13:07:07,2:19:23,"(-7.840416675, -0.38245935, -5.27793903)","(23.25, 29.7, -1.2)"
729,13:07:17,2:19:33,"(-8.299367895, -1.109132115, -5.660398379999999)","(46.05, -12.75, 10.5)"
730,13:07:28,2:19:44,"(-8.605335375, -0.07649187, -0.15298374)","(44.1, 5.7, -8.85)"
731,13:07:39,2:19:54,"(-6.73128456, -0.420705285, -2.8301991899999996)","(44.85, -14.25, 13.799999999999999)"
732,13:07:49,2:20:5,"(-8.911302854999999, -0.726672765, -0.61193496)","(42.0, -31.65, -10.049999999999999)"
733,13:08:00,2:20:16,"(-8.49059757, -0.45895122, -1.45334553)","(45.9, -22.5, -7.949999999999999)"
734,13:08:10,2:20:26,"(-9.752713425, 1.83580488, -4.36003659)","(40.35, -32.25, -3.15)"
735,13:08:23,2:20:39,"(-8.605335375, -1.6063292699999998, -1.75931301)","(35.1, 19.65, 12.9)"
736,13:08:34,2:20:49,"(-8.299367895, -2.3712479699999998, -0.9943943099999999)","(45.0, -24.75, 9.15)"
737,13:08:44,2:21:0,"(-9.637975619999999, 0.573689025, -3.5951178899999996)","(45.15, 3.0, -13.95)"
738,13:08:55,2:21:10,"(-6.65479269, -1.7975589449999998, 1.262115855)","(33.6, 23.099999999999998, 11.4)"
739,13:09:05,2:21:21,"(-10.288156514999999, 0.15298374, -1.874050815)","(40.65, 10.65, 14.399999999999999)"
740,13:09:16,2:21:32,"(-9.446745945, -1.109132115, -2.4094939049999997)","(44.4, -13.799999999999999, -17.4)"
741,13:09:26,2:21:42,"(-7.725678869999999, -0.573689025, -3.90108537)","(48.6, -3.4499999999999997, 6.1499999999999995)"
742,13:09:37,2:21:53,"(-11.93273172, -1.14737805, -3.74810163)","(39.3, 1.2, -23.55)"
743,13:09:48,2:22:3,"(-10.058680905000001, -0.8031646349999999, -0.8031646349999999)","(34.65, -1.7999999999999998, -27.75)"
744,13:09:58,2:22:14,"(-10.135172775000001, 0.267721545, -4.28354472)","(49.199999999999996, -7.5, 9.45)"
745,13:10:09,2:22:24,"(-9.484991879999999, 0.267721545, -5.239693095)","(30.9, -12.6, 39.75)"
746,13:10:19,2:22:35,"(-9.867451229999999, -0.420705285, -1.7975589449999998)","(41.699999999999996, 18.3, 8.7)"
747,13:10:30,2:22:46,"(-8.681827245, -1.22386992, -0.650180895)","(42.6, -29.549999999999997, 2.1)"
748,13:10:40,2:22:56,"(-10.900091475, -1.644575205, -3.67160976)","(40.199999999999996, 12.75, 26.25)"
749,13:10:51,2:23:7,"(-9.982189035, 0.114737805, -3.0979207349999998)","(44.699999999999996, 3.75, -11.25)"
750,13:11:01,2:23:17,"(-8.911302854999999, -0.8031646349999999, -2.06528049)","(39.0, 11.1, -17.4)"
751,13:11:12,2:23:28,"(-9.293762205, -1.338607725, -0.84141057)","(36.0, 22.95, -10.049999999999999)"
752,13:11:23,2:23:38,"(-8.87305692, -0.956148375, -1.950542685)","(34.949999999999996, -24.45, -21.3)"
753,13:11:33,2:23:49,"(-7.955154479999999, 0.650180895, -2.180018295)","(42.3, -26.849999999999998, -4.6499999999999995)"
754,13:11:44,2:24:0,"(-9.867451229999999, 0.0, -1.4150995949999998)","(47.25, 1.3499999999999999, -6.1499999999999995)"
755,13:11:54,2:24:10,"(-8.834810985, -0.7649187, -2.180018295)","(43.5, -2.85, 29.25)"
756,13:12:05,2:24:21,"(-7.534449195, 0.22947561, -4.321790655)","(48.0, -17.4, 9.75)"
757,13:12:16,2:24:31,"(-9.867451229999999, -0.68842683, -3.5951178899999996)","(43.05, 7.5, -9.45)"
758,13:12:26,2:24:42,"(-7.80217074, -0.726672765, 1.109132115)","(43.8, -22.8, 11.7)"
759,13:12:37,2:24:53,"(-9.140778465, -1.338607725, -4.168806914999999)","(45.9, -17.849999999999998, 17.7)"
760,13:12:47,2:25:3,"(-10.40289432, -0.84141057, -3.021428865)","(36.6, 9.15, 39.449999999999996)"
761,13:12:58,2:25:14,"(-7.419711390000001, 0.07649187, 0.267721545)","(45.0, -12.0, -10.5)"
762,13:13:08,2:25:24,"(-9.02604066, -0.726672765, -1.7975589449999998)","(48.3, -1.7999999999999998, -0.3)"
763,13:13:19,2:25:35,"(-7.228481715, -0.45895122, -1.950542685)","(43.8, 15.45, -2.6999999999999997)"
764,13:13:30,2:25:46,"(-7.304973585, 0.038245935, 0.573689025)","(33.9, 27.3, -6.45)"
765,13:13:40,2:25:56,"(-8.64358131, -2.2947561, -0.344213415)","(43.65, -13.35, -12.45)"
766,13:13:51,2:26:7,"(-8.987794725, 0.22947561, -2.180018295)","(47.25, -18.3, 2.25)"
767,13:14:02,2:26:17,"(-10.058680905000001, -1.5298374, -5.239693095)","(38.55, 26.4, 2.1)"
768,13:14:12,2:26:28,"(-8.94954879, -0.344213415, -0.22947561)","(46.199999999999996, -0.8999999999999999, -7.8)"
769,13:14:23,2:26:39,"(-8.56708944, 0.30596748, -1.5298374)","(42.3, 9.9, 34.05)"
770,13:14:34,2:26:49,"(-8.987794725, -0.267721545, -1.491591465)","(42.449999999999996, -20.4, -7.8)"
771,13:14:44,2:27:0,"(-8.94954879, -0.038245935, -2.103526425)","(46.199999999999996, 10.049999999999999, -3.4499999999999997)"
772,13:14:55,2:27:11,"(-10.135172775000001, -1.032640245, -1.22386992)","(49.35, -10.65, 17.25)"
773,13:15:05,2:27:21,"(-10.632369930000001, -0.267721545, -1.644575205)","(42.449999999999996, 18.9, -4.6499999999999995)"
774,13:15:16,2:27:32,"(-8.94954879, -0.07649187, -2.44773984)","(45.15, 20.55, 9.15)"
775,13:15:26,2:27:42,"(-9.446745945, -1.262115855, -1.5298374)","(45.449999999999996, 9.45, -6.45)"
776,13:15:37,2:27:53,"(-9.332008140000001, -1.7975589449999998, -0.879656505)","(39.0, 29.25, 20.25)"
777,13:15:48,2:28:3,"(-10.32640245, -0.45895122, -3.8628394349999997)","(26.25, 35.55, 34.5)"
778,13:15:58,2:28:14,"(-7.993400415, -0.45895122, -3.51862602)","(48.6, 9.0, 23.4)"
779,13:16:09,2:28:24,"(-8.79656505, -0.956148375, -1.109132115)","(36.3, 5.25, 46.65)"
780,13:16:19,2:28:35,"(-8.834810985, 0.114737805, -2.8301991899999996)","(46.05, -16.95, 29.099999999999998)"
781,13:16:32,2:28:48,"(-9.446745945, -0.038245935, -3.51862602)","(46.199999999999996, -10.95, 27.9)"
782,13:16:43,2:28:59,"(-8.375859765, -0.84141057, -3.021428865)","(47.4, -5.1, 3.9)"
783,13:16:53,2:29:9,"(-8.987794725, -0.420705285, -0.49719715499999995)","(43.35, 25.05, 7.05)"
784,13:17:04,2:29:20,"(-8.681827245, 0.038245935, -2.562477645)","(42.6, 10.95, 39.6)"
785,13:17:15,2:29:30,"(-9.02604066, -0.344213415, -1.45334553)","(45.3, -11.85, 0.0)"
786,13:17:25,2:29:41,"(-10.09692684, -1.83580488, -0.9943943099999999)","(45.449999999999996, 8.549999999999999, 33.75)"
787,13:17:36,2:29:51,"(-8.64358131, 0.07649187, -1.75931301)","(45.449999999999996, 13.2, -1.3499999999999999)"
788,13:17:46,2:30:2,"(-8.94954879, -1.14737805, -3.250904475)","(39.6, 30.599999999999998, 24.75)"
789,13:17:57,2:30:13,"(-10.441140255, -0.38245935, -2.75370732)","(43.5, 20.849999999999998, -2.4)"
790,13:18:08,2:30:23,"(-8.834810985, -0.84141057, -0.650180895)","(41.1, 28.65, 25.349999999999998)"
791,13:18:18,2:30:34,"(-8.56708944, -1.07088618, -1.07088618)","(46.5, -12.0, 8.7)"
792,13:18:29,2:30:45,"(-8.528843505, 0.38245935, -3.67160976)","(38.4, 1.95, 47.25)"
793,13:18:39,2:30:55,"(-9.56148375, 0.0, -2.715461385)","(46.199999999999996, 3.5999999999999996, 2.25)"
794,13:18:50,2:31:6,"(-9.71446749, 0.650180895, -2.485985775)","(33.15, -28.05, 31.5)"
795,13:19:01,2:31:16,"(-8.452351635, -1.37685366, 0.267721545)","(39.75, -19.65, -0.15)"
796,13:19:11,2:31:27,"(-9.905697165000001, -0.114737805, -3.8628394349999997)","(46.949999999999996, -2.55, 34.949999999999996)"
797,13:19:22,2:31:38,"(-8.26112196, 0.267721545, -3.327396345)","(44.4, 24.75, 22.65)"
798,13:19:32,2:31:48,"(-8.528843505, -1.30036179, -1.37685366)","(40.5, 27.3, 33.15)"
799,13:19:43,2:31:59,"(-9.752713425, -1.07088618, -2.2947561)","(44.4, 25.65, 27.599999999999998)"
800,13:19:54,2:32:9,"(-10.058680905000001, -0.91790244, -2.3330020350000003)","(47.85, -11.1, 16.2)"
801,13:20:04,2:32:20,"(-9.332008140000001, -0.91790244, -0.650180895)","(44.4, -17.25, 11.4)"
802,13:20:15,2:32:31,"(-9.982189035, -0.344213415, -5.12495529)","(49.35, -5.55, 15.45)"
803,13:20:25,2:32:41,"(-8.64358131, -1.07088618, -0.344213415)","(40.05, 33.449999999999996, 15.299999999999999)"
804,13:20:36,2:32:52,"(-9.1790244, -0.53544309, -0.726672765)","(42.9, -17.849999999999998, 7.199999999999999)"
805,13:20:46,2:33:2,"(-11.320796759999999, -0.30596748, -3.327396345)","(30.75, -9.0, 53.25)"
806,13:20:57,2:33:13,"(-8.681827245, -1.338607725, -3.250904475)","(50.4, 7.6499999999999995, 12.0)"
807,13:21:08,2:33:23,"(-10.02043497, -0.726672765, -1.338607725)","(40.05, 34.8, 24.15)"
808,13:21:18,2:33:34,"(-8.337613829999999, -0.420705285, -1.644575205)","(46.199999999999996, -1.2, -0.75)"
809,13:21:32,2:33:48,"(-9.599729685, -0.726672765, -2.90669106)","(41.55, 33.0, 15.0)"
810,13:21:43,2:33:58,"(-9.40850001, -0.38245935, -1.30036179)","(45.0, -7.8, 2.85)"
811,13:21:53,2:34:9,"(-10.670615864999998, -0.84141057, -1.7975589449999998)","(49.5, 9.0, 27.9)"
812,13:22:04,2:34:20,"(-9.25551627, -0.8031646349999999, -1.644575205)","(47.25, -11.25, 17.4)"
813,13:22:15,2:34:30,"(-8.452351635, 0.191229675, -2.944936995)","(46.8, -3.75, 33.9)"
814,13:22:25,2:34:41,"(-9.599729685, 0.573689025, -3.36564228)","(46.8, -7.199999999999999, 27.45)"
815,13:22:36,2:34:52,"(-8.49059757, -0.15298374, -0.726672765)","(40.8, 36.3, 19.349999999999998)"
816,13:22:47,2:35:2,"(-9.446745945, 0.07649187, -3.939331305)","(39.75, -19.05, 29.849999999999998)"
817,13:22:57,2:35:13,"(-11.55027237, -0.9943943099999999, -2.14177236)","(47.55, 9.45, 36.0)"
818,13:23:08,2:35:23,"(-10.24991058, -0.8031646349999999, -2.60072358)","(48.15, 18.45, 10.049999999999999)"
819,13:23:18,2:35:34,"(-8.94954879, 0.420705285, -5.239693095)","(36.75, 1.3499999999999999, 54.15)"
820,13:23:29,2:35:45,"(-8.834810985, 0.8031646349999999, -7.26672765)","(35.699999999999996, 31.349999999999998, 48.75)"
821,13:23:39,2:35:55,"(-10.900091475, -0.49719715499999995, -3.13616667)","(49.05, 3.5999999999999996, 8.85)"
822,13:23:50,2:36:6,"(-10.24991058, -1.874050815, -1.7975589449999998)","(42.449999999999996, 24.9, -0.44999999999999996)"
823,13:24:02,2:36:17,"(-10.32640245, 0.68842683, -4.51302033)","(44.55, 32.85, 31.349999999999998)"
824,13:24:12,2:36:28,"(-9.829205295, -2.4094939049999997, -1.68282114)","(30.75, 48.6, 14.1)"
825,13:24:23,2:36:39,"(-0.191229675, 9.484991879999999, -0.07649187)","(14.85, -30.45, 39.0)"
826,13:24:34,2:36:50,"(-0.15298374, 9.637975619999999, -0.15298374)","(14.7, -29.7, 38.699999999999996)"
827,13:24:44,2:37:0,"(-0.114737805, 9.56148375, -0.07649187)","(14.25, -29.849999999999998, 38.55)"
828,13:24:55,2:37:11,"(-0.15298374, 9.637975619999999, -0.07649187)","(13.65, -29.25, 39.9)"
829,13:25:06,2:37:22,"(-8.72007318, -1.109132115, -0.22947561)","(42.75, 31.95, 23.099999999999998)"
830,13:25:16,2:37:32,"(-8.18463009, -2.2947561, -4.704250005)","(24.3, 31.65, 57.75)"
831,13:25:27,2:37:43,"(-10.09692684, -1.91229675, -1.30036179)","(39.0, 11.4, 50.1)"
832,13:25:38,2:37:54,"(-11.320796759999999, -2.562477645, -1.7210670750000001)","(29.849999999999998, 48.6, 36.15)"
833,13:25:48,2:38:4,"(2.256510165, -9.79095936, -0.7649187)","(-28.799999999999997, 43.05, 14.399999999999999)"
834,13:25:59,2:38:15,"(2.2947561, -9.867451229999999, -0.7649187)","(-27.599999999999998, 43.35, 13.799999999999999)"
835,13:26:10,2:38:25,"(2.256510165, -9.79095936, -0.7649187)","(-28.5, 44.4, 14.7)"
836,13:26:20,2:38:36,"(2.256510165, -9.676221555, -0.8031646349999999)","(-28.799999999999997, 45.0, 15.149999999999999)"
837,13:26:31,2:38:47,"(2.21826423, -9.867451229999999, -0.84141057)","(-29.25, 45.0, 15.299999999999999)"
838,13:26:41,2:38:57,"(2.256510165, -9.79095936, -0.7649187)","(-29.099999999999998, 44.25, 16.5)"
839,13:26:52,2:39:8,"(2.180018295, -9.867451229999999, -0.84141057)","(-28.799999999999997, 45.449999999999996, 16.8)"
840,13:27:04,2:39:19,"(2.180018295, -9.752713425, -0.8031646349999999)","(-28.349999999999998, 46.05, 16.65)"
841,13:27:14,2:39:30,"(10.32640245, -9.71446749, -0.191229675)","(-53.55, 22.5, 19.2)"
842,13:27:25,2:39:41,"(8.069892285, -7.151989844999999, -1.68282114)","(-46.5, 37.35, 17.7)"
843,13:27:36,2:39:51,"(7.649187, -6.27233334, -1.9887886199999998)","(-21.599999999999998, 52.8, 1.7999999999999998)"
